;;
;BM Text Corpus On News;
;;
;TEXT;RESULT
;Justeru, tiada sebarang pemindahan bon atau dana seumpamanya kepada mana-mana syarikat, pihak atau individu seperti yang dinyatakan di atas berlaku seperti yang didakwa;Positive
;Oleh sebab ini jelas merupakan dokumen dipalsukan, KWSP membuat laporan polis pada 28 Oktober 2015;Positive
;Sebelum mana-mana keputusan pelaburan dibuat, proses tadbir urus kami memerlukan semua cadangan yang tertakluk kepada penilaian risiko ketat dan kajian terperinci oleh pengurusan.;Positive
;Semua kelulusan perlu melalui jawatankuasa pelaburan pengurusan bagi mendapatkan sokongan sebelum dikemukakan kepada Panel Pelaburan bagi kelulusan akhir;Neutral
;Kerajaan sedar dan telah mengambil langkah pantas.;Positive
;TN50 sebagai satu hala tuju yang membolehkan kita melonjak ke arah mencapai matlamat ‘Top 20 Nations’ di dunia kelak;Positive
;Kanvas Belia TN50 serta pelbagai input lain akan menjadi asas kepada pelan dasar TN50 yang bakal dilancarkan pada Hari Malaysia 2018;Neutral
;Rakyat Malaysia inginkan satu penyelesaian konkrit daripada kerajaan untuk mengatasi masalah ini.;Positive
;Melihat kepada realiti hari ini, yang mana industri mudah alih semakin meluas, pengguna media sosial yang meningkat dan pelaksanaan urus niaga elektronik (e-dagang) semakin melonjak tinggi statistiknya;Positive
;Harapan juga menjanjikan capaian internet meliputi seluruh kawasan termasuk luar bandar;Positive
;Pembayaran fasa pertama BR1M 2018 telah mula diagihkan Isnin lepas dan kepada penerima yang belum mendapatnya, perlulah menunggu sekurang-kurangnya dalam masa seminggu.;Positive
;Perdana Menteri Datuk Seri Najib Tun Razak telah menyatakan beliau tidak pernah mempertikaikan sumbangan Robert Kuok kepada ekonomi negara.;Positive
;Pada saya, isu-isu yang dipolitikkan ini tidak lagi berbangkit dan tidak perlu dipanjangkan kerana perdana menteri sudah memberi penjelasan yang tepat mengenainya;Positive
;Mana-mana dana yang tidak mencapai skor minimum penilaian tahunan, akan digantung dan tidak boleh ditawarkan dalam tempoh berkenaan.”;Positive
;Jangan stres, kalau kita buat cara betul, kalau kita tinggalkan benda tak baik, kita boleh stres;Positive
;Pagi tadi saya dapat teks daripada (Menteri di Jabatan Perdana) Datuk Seri Rahman Dahlan yang menyatakan Aramco bersetuju untuk melabur US$7 bilion di Malaysia sebelum 31 Mac ini;Positive
;Cabaran itu biasa, bagi kami dan dengan gabungan media, halangan itu biasanya akan membantu kami.;Positive
;Dua tahun lepas ia dikatakan sebuah agenda Yahudi, tapi ada baiknya apabila tular menyebabkan orang nak tahu;Positive
;Akhirnya ia membolehkan kita memberikan jawapan yang tepat. Alhamdulillah kempen ini memberikan kesan yang baik;Positive
;Ia dapat dilihat berdasarkan kepada sambutan orang ramai terhadap perancangan pembangunan di kawasan penempatan mereka dan ia jelas menunjukkan apa juga yang telah dilaksanakan sebelum ini diterima.;Positive
;Bagaimana pun semua ini tidak akan memberikan rasa puas hati kepada saya dan akan terus bertekad untuk merancang pelbagai pembangunan pada masa akan datang demi memastikan masyarakat terus mendapat manfaat daripada apa yang dibangunkan nanti.;Positive
;Malah, konsep turun padang dilaksanakan sebelum ini untuk menemui masyarakat di Simpang Renggam yang diamalkan sejak sekian lama turut menjadi asas kekuatan sokongan masyarakat terhadap BN;Positive
;Kerja-kerja naik taraf mengatasi masalah banjir dan masalah pencemaran air di Sungai Benut yang menjadi nadi utama bekalan air bersih sedang giat dilaksanakan.;Positive
;Turut dalam perancangan adalah menambah baik perkhidmatan bekalan air bersih melalui beberapa pendekatan yang sedang dirancang.;Positive
;ijangka ia akan selesaikan sepenuhnya masalah pencemaran yang sering berlaku sebelum ini;Positive
;Malah kerja keras semua ahli  jentera parti yang dilaksanakan tanpa henti selepas PRU13 lalu membuktikankesungguhan kepimpinan di sini untuk terus menabur bakti kepada masyarakat selain memastikan mereka tidak ketinggalan daripada manfaat yang disediakan kerajaan;Positive
;Secara rasmi masih belum bincang lagi.;Neutral
;Benda ini biasanya Pesuruhjaya Pas negeri yang akan buat keputusan.;Neutral
;Lebih membanggakan lagi, NHRAP yang dibangunkan ini adalah pelan yang komprehensif, dengan mengambil kira aspirasi rakyat dan berdasarkan acuan Malaysia,;Positive
;Ternyata sekali, apa juga kebimbangan kita seperti berlaku di masa-masa lampau seperti Ops Lalang tidak akan berulang lagi;Positive
;Teras kelima ialah kewajiban antarabangsa yang menyenaraikan komitmen Malaysia dalam instrumen-instrumen antarabangsa berkaitan hak asasi manusia;Positive
;Dalam erti kata lain, kemudahan ini akan menggalakkan penyertaan awam yang lebih berkesan bagi memastikan pelaksanaan dan penambahbaikan NHRAP dari semasa ke semasa;Positive
;Kerajaan juga bersetuju melantik pihak berkecuali bersesuaian, antaranya dalam kalangan organisasi masyarakat sivil dan ahli akademik, bagi mengumpul serta menganalisis maklum balas awam diterima terhadap pelaksanaan NHRAP;Positive
;Saya harap secepat mungkin (lantik pengerusi).;Neutral
;Pelan ini akan diserahkan kepada Datuk Paul Low Seng Kuan (Menteri di Jabatan Perdana Menteri) yang akan melaksanakan NHRAP,;Neutral
;Tujuan di sebalik langkah itu adalah untuk mengagihkan dividen kepada pemegang saham, saham AirAsia di bawah nilai dan dengan menjual aset bukan terasnya, ia sebenarnya meningkatkan harga saham kami dan kami melihat ia berpotensi besar untuk meningkatkan pendapatan AirAsia, dan hari ini ia meningkat 22 sen;Positive
;AirAsia adalah sebuah syarikat penerbangan dan kami menjual tiket dan kami akan terus membeli pesawat pada masa depan dan kami akan memiliki lebih banyak pesawat dan kemudiannya memajakkannya,;Positive
;Kami menjual syarikat pajakan kami pagi ini dan wang yang diterima akan meningkatkan ringgit, jadi ia akan mencerminkan dengan lebih baik lagi kekuatan sebenar dan daya tahan ekonomi Malaysia;Positive
;Sumbangan daripada segmen itu adalah penting, menyumbang seperlima daripada hasil, selain daripada pendapatan sampingan lain, iaitu, makanan dalam penerbangan, perkhidmatan daftar masuk lapangan terbang dan perniagaan logistik;Positive
;Kami masih mempunyai perniagaan lain, termasuk perniagaan digital kami serta Santan, yang mana Santan menerima minat di seluruh Asia dan beberapa pihak telah menghubungi kami untuk aktiviti francais sebagai restoran makanan segera Asia;Positive
;(Laporan) itu boleh diterjemahkan menjadi dasar kerajaan selama 30 tahun lagi, jadi saya menggalakkan semua pihak mengkaji laporan itu;Positive
;Walaupun kita tidak menunjukkan prestasi yang baik pada pilihan raya umum yang lepas apabila kita hanya mempunyai tujuh kerusi ketika itu, tetapi pada masa yang sama anda dapat melihat kita mempunyai potensi untuk memperbaiki pencapaian,;Positive
;Kami menjadi orang yang amat mempercayai dasar anda;Positive
;Kami tidak akan berada di mana kami hari ini jika tidak disebabkan kebijaksanaan dan wawasan anda dan kami mengharapkan pertimbangan baik anda mengenai cara terbaik untuk membentuk persekitaran kos ideal untuk syarikat penerbangan kos rendah ;Positive
;bukan sahaja untuk berkembang tetapi berkembang maju demi kebaikan negara;Positive
;Terima kasih kepada langkah yang berani itu, walaupun hanya tinggal enam bulan lagi pada tahun itu, kita melihat trafik penumpang di LCCT melonjak 31 peratus kepada 7.6. juta daripada 5.8 juta pada 2006,;Positive
;Ini adalah mengenai rakyat;Neutral
;Kisah kejayaan AirAsia adalah baik untuk Malaysia dan menyumbang kepada peningkatan taraf hidup yang disasarkan perdana menteri;Positive
;"Terima kasih kerana menamakan  saya ""Bapa Perjalanan Udara Tambang Rendah """;Positive
;Saya perlu menjaga kebajikan anda.;Positive
;Kerajaan dan rakan sekerja saya, Menteri Pengangkutan (Datuk Seri Liow Tiong Lai) akan memastikan anda berkembang dan berjaya melampaui imaginasi kami,;Positive
;Kita semakin hampir dengan sasaran ini;Positive
;Bagaimanapun, pelancongan sering berubah-ubah dan kadang-kadang tidak dapat diramalkan kerana corak perjalanan dan sentimen dipengaruhi oleh pelbagai faktor.;Neutral
;Ini bermakna selain mempunyai strategi yang tepat dan satu set dasar yang kondusif, sebagai satu destinasi, Malaysia mestilah bijak dan berterusan dalam strategi kita, dalam  kempen pemasaran kita serta merancang pendekatan kita di pasaran yang berbeza;Neutral
;Pada masa ini, memilih sesebuah hotel bukan hanya untuk menikmati keselesaan bermalam. ;Neutral
;Generasi millennial mencari pengalaman yang tidak dapat dilupakan yang dipengaruhi oleh suasana, seni bina, pemandangan atau objek yang indah.;Neutral
;Generasi lain juga mementingkan nilai yang tinggi dengan pengalaman hebat yang secara  aktif mencarinya apabila berjalan;Neutral
;Amanah tidak bermasalah dengan Pas sebaliknya dengan hati terbuka telah mengajak parti Islam tersebut untuk bersama dengan Pakatan Harapan (Harapan) menyelamatkan negara;Positive
;namun di pihak sana telah meletak batu pemisah dan berterusan membuat serangan dengan melabel kita dengan pelbagai gelaran;Negative
;Pas tidak lagi releven sebagai parti politik dan tidak ada arah.;Negative
;Amanah tidak pernah mengeluarkan sebarang kenyataan mahu memusuhi Pas apa lagi memusnahkan parti Islam tersebut.;Positive
;Dalam politik kita mempunyai perbezaan pandangan namun tidak ada langsungkah titik persamaan antara Pas dengan parti pembangkang iaitu menjatuhkan kerajaan BN yang gagal mentadbir negara dengan baik;Positive
;Kita ikut suara pucuk pimpinan;Positive
;jadi tak timbul isu Amanah bersungguh-sungguh menjatuhkan kerajaan Pas di Kelantan.;Positive
;Ini soal demokrasi dan semua berhak untuk bertanding apa yang penting amanah rakyat itu dijalankan dengan betul;Neutral
;Amanah boleh memperjuangkan Islam kerana inspirasi kami juga adalah melalui pimpinan Allahyarham Tok Guru Nik Aziz dan Datuk Fadzil Noor;Positive
;Kita mesti insaf, kita tidak berada dalam comfort zone (zon selesa) dan oleh itu kita mesti ketepikan kepentingan peribadi dan sama-sama berperang demi kemenangan parti;Positive
;Kita mesti perkukuhkan parti kerana pilihanraya kali ini bukan pilihanraya biasa-biasa dan kita harap Terengganu dapat memantapkan kedudukan demi kelangsungan parti pada masa depan;Positive
;Masalahnya PPBM ini sebenarnya mereka mesyuarat cawangan pun tiada.;Neutral
;Kita mempunyai struktur dan ikut apa yang dikehendaki oleh ROS;Positive
; jadi jangan salahkan ROS bila parti mereka susah mendapat kelulusan pendaftaran;Positive
;Penangguhan tersebut adalah bagi memastikan kesempurnaan perjalanan parti selaras Fasal 10.15 Perlembagaan UMNO dengan proses pemilihan dalam Umno berjalan lancar dan juga mengambil kira faktor keadaan semasa politik parti;Neutral
;Kalau sampai 19 April 2018 masih tak ada apa-apa dibuat, maka soal berbangkit, apakah status mereka yang memegang jawatan dalam Umno pada waktu itu? ;Neutral
;Bagaimana status Umno sendiri dalam soal ini?;Neutral
;Betulkah Tengku Adnan dah dapat kebenaran ROS? ;Neutral
;Benarkah ROS secara rasmi dah membenarkan Umno untuk tangguh pemilihan?;Neutral
;Hal ini bermakna pemilihan Umno akan ditangguhkan melebihi tempoh 18 bulan, keputusan penangguhan ini kononnya telah mendapat kelulusan ROS.;Negative
;Keputusan Majlis Tertinggi Umno menangguhkan pemilihan parti melebihi 18 bulan jelas bercanggah dengan Fasal 10.16 Perlembagaan Umno.;Negative
;Kedua adakah benar ROS berikan kebenaran untuk tangguhkan pemilihan parti melebihi tempoh dibenarkan oleh perlembagaan parti itu,;Neutral
;Kita pulangkan paku buah keras kenapa wujud layanan berbeza dalam isu pertubuhan politik antara Umno dan Bersatu;Negative
;Waktu Perdana Menteri, Datuk Seri Najib Tun Razak buat keputusan saya masih dalam Umno lagi, sepatutnya semua mesyuarat Umno bahagian dan cawangan selesai dalam bulan April.;Negative
;Kononnya nak fokus pada pilihan raya umum tapi sampai sekarang tak buat lagi.;Negative
;Pilihan raya penting tapi perlembagaan tak penting?;Negative
;ROS mesti merujuk perlembagaan;Neutral
;Bersatu minta tangguh persidangan agung tahunan , ROS tidak benarkan;Negative
;Isunya apa status jawatan ahli dan pimpinan Umno itu sah atau luput?;Neutral
;Walaupun wujud begitu banyak kebimbangan dalam diri saya, tetapi saya yakin bahawa menyertai Bersatu ini adalah satu perkara yang perlu saya lakukan sekarang.;Positive
;Saya fikir berucaplah sekuat mana sekali pun, tulislah sebanyak mana kertas cadangan tapi sekiranya rejim yang sama terus mentadbir negara, perubahan tuntas yang kita mahukan mustahil akan terlaksana kerana 'political will' itu tidak wujud;Negative
;Itu keputusan parti, biar Bersatu putuskan;Neutral
;Saya tak boleh pandai-pandai takut dipecat tidak sampai lima minit;Neutral
;Bukan itu sahaja Wan Saiful akan ditempatkan dalam Majlis Pimpinan Tertinggi Bersatu bagi mengisi kekosongan posisi yang ditinggalkan beberapa ahli parti.;Neutral
;Penyertaan Wan Saiful dijangka mampu meningkatkan lagi imej parti terutama memberi sumbangan idea;Positive
;Jangan undi dacing, jangan undi bulan.;Negative
;Dan bulan itu sebagai pengacau untuk menarik undi Pakatan Harapan.;Negative
;Bulan ini tidak boleh menang, dia buat kacau sahaja.;Negative
;Bulan ada untuk sokong BN;Negative
;Orang Asli perlukan hutan kerana itu sumber pendapatan mereka.;Neutral
;Kegiatan dan perlombongan telah memberi kesan kepada kehidupan penduduk, malah mereka hidup di dalam debu.;Negative
